860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,99.421,10.496
850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,98.535,9.920
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,99.660,6.729
230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,102.455,11.808
840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,99.683,9.352
830105,ต. รัษฎา,,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,98.423,7.834
210305,ต. กร่ำ,Kram,2103,อ. แกลง,Klaeng,21,จ. ระยอง,Rayong,101.691,12.599
920501,ต. บ่อหิน,Bo Hin,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,99.288,7.559
920213,ต. เกาะลิบง,Ko Libong,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,99.248,7.380
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,99.706,6.732
